EmployeeNumber,JobRole,num_skill_gaps,precision@1,recall@1,mrr@1,precision@3,recall@3,mrr@3,precision@5,recall@5,mrr@5
2041,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2044,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2045,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2046,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2048,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2049,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2051,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2052,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2053,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2054,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2055,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2056,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2057,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2060,Sales Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2061,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2062,Healthcare Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2064,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2065,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2068,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
