occupation_code,skill_name,importance_score
19-4043.00,Critical Thinking,3.5
19-4043.00,Active Learning,2.75
19-4043.00,Learning Strategies,2.62
19-4043.00,Monitoring,3.25
19-4051.00,Reading Comprehension,3.62
19-4051.00,Active Listening,3.62
19-4051.00,Writing,3.25
19-4051.00,Speaking,3.25
19-4051.00,Mathematics,2.75
19-4051.00,Science,2.75
19-4051.00,Critical Thinking,3.62
19-4051.00,Active Learning,3.38
19-4051.00,Learning Strategies,2.88
19-4051.00,Monitoring,3.75
19-4051.02,Reading Comprehension,3.75
19-4051.02,Active Listening,3.88
19-4051.02,Writing,3.12
19-4051.02,Speaking,3.5
19-4051.02,Mathematics,3.12
19-4051.02,Science,3.12
19-4051.02,Critical Thinking,3.88
19-4051.02,Active Learning,3.0
19-4051.02,Learning Strategies,3.12
19-4051.02,Monitoring,3.88
19-4061.00,Reading Comprehension,4.0
19-4061.00,Active Listening,3.75
19-4061.00,Writing,3.75
19-4061.00,Speaking,3.38
19-4061.00,Mathematics,3.12
19-4061.00,Science,3.25
19-4061.00,Critical Thinking,3.75
19-4061.00,Active Learning,3.12
19-4061.00,Learning Strategies,3.0
19-4061.00,Monitoring,2.88
19-4071.00,Reading Comprehension,3.38
19-4071.00,Active Listening,3.75
19-4071.00,Writing,3.0
19-4071.00,Speaking,3.25
19-4071.00,Mathematics,2.75
19-4071.00,Science,2.75
19-4071.00,Critical Thinking,3.75
19-4071.00,Active Learning,3.0
19-4071.00,Learning Strategies,3.0
19-4071.00,Monitoring,3.12
19-4092.00,Reading Comprehension,4.0
19-4092.00,Active Listening,4.0
19-4092.00,Writing,4.0
19-4092.00,Speaking,4.0
19-4092.00,Mathematics,2.75
19-4092.00,Science,3.25
19-4092.00,Critical Thinking,4.0
19-4092.00,Active Learning,3.38
19-4092.00,Learning Strategies,3.0
19-4092.00,Monitoring,3.25
19-4099.01,Reading Comprehension,3.75
19-4099.01,Active Listening,3.38
19-4099.01,Writing,3.25
19-4099.01,Speaking,3.12
19-4099.01,Mathematics,3.0
19-4099.01,Science,2.75
19-4099.01,Critical Thinking,3.25
19-4099.01,Active Learning,3.12
19-4099.01,Learning Strategies,2.75
19-4099.01,Monitoring,3.75
19-4099.03,Reading Comprehension,3.5
19-4099.03,Active Listening,3.38
19-4099.03,Writing,3.25
19-4099.03,Speaking,3.5
19-4099.03,Mathematics,3.5
19-4099.03,Science,2.62
19-4099.03,Critical Thinking,3.75
19-4099.03,Active Learning,3.0
19-4099.03,Learning Strategies,2.75
19-4099.03,Monitoring,3.38
19-5011.00,Reading Comprehension,4.0
19-5011.00,Active Listening,4.0
19-5011.00,Writing,4.0
19-5011.00,Speaking,4.0
19-5011.00,Mathematics,3.0
19-5011.00,Science,2.75
19-5011.00,Critical Thinking,3.75
19-5011.00,Active Learning,3.38
19-5011.00,Learning Strategies,3.0
19-5011.00,Monitoring,3.62
19-5012.00,Reading Comprehension,3.88
19-5012.00,Active Listening,4.0
19-5012.00,Writing,3.75
19-5012.00,Speaking,3.88
19-5012.00,Mathematics,2.75
19-5012.00,Science,2.75
19-5012.00,Critical Thinking,3.88
19-5012.00,Active Learning,3.12
19-5012.00,Learning Strategies,3.0
19-5012.00,Monitoring,3.25
21-1011.00,Reading Comprehension,4.0
21-1011.00,Active Listening,4.25
21-1011.00,Writing,4.0
21-1011.00,Speaking,4.12
21-1011.00,Mathematics,2.0
21-1011.00,Science,1.88
21-1011.00,Critical Thinking,3.88
21-1011.00,Active Learning,3.88
21-1011.00,Learning Strategies,3.25
21-1011.00,Monitoring,4.0
21-1012.00,Reading Comprehension,3.88
21-1012.00,Active Listening,4.38
21-1012.00,Writing,3.88
21-1012.00,Speaking,4.12
21-1012.00,Mathematics,2.25
21-1012.00,Science,1.5
21-1012.00,Critical Thinking,3.88
21-1012.00,Active Learning,3.75
21-1012.00,Learning Strategies,3.75
21-1012.00,Monitoring,3.75
21-1013.00,Reading Comprehension,4.0
21-1013.00,Active Listening,4.75
21-1013.00,Writing,3.88
21-1013.00,Speaking,4.25
21-1013.00,Mathematics,2.0
21-1013.00,Science,2.38
21-1013.00,Critical Thinking,3.88
21-1013.00,Active Learning,3.88
21-1013.00,Learning Strategies,3.38
21-1013.00,Monitoring,3.88
21-1014.00,Reading Comprehension,4.12
21-1014.00,Active Listening,5.0
21-1014.00,Writing,4.12
21-1014.00,Speaking,4.25
21-1014.00,Mathematics,2.0
21-1014.00,Science,2.75
21-1014.00,Critical Thinking,4.0
21-1014.00,Active Learning,3.75
21-1014.00,Learning Strategies,3.12
21-1014.00,Monitoring,3.75
21-1015.00,Reading Comprehension,3.88
21-1015.00,Active Listening,4.12
21-1015.00,Writing,3.5
21-1015.00,Speaking,4.12
21-1015.00,Mathematics,2.0
21-1015.00,Science,2.0
21-1015.00,Critical Thinking,3.88
21-1015.00,Active Learning,3.25
21-1015.00,Learning Strategies,3.12
21-1015.00,Monitoring,4.12
21-1021.00,Reading Comprehension,4.0
21-1021.00,Active Listening,4.88
21-1021.00,Writing,3.75
21-1021.00,Speaking,4.5
21-1021.00,Mathematics,2.0
21-1021.00,Science,2.25
21-1021.00,Critical Thinking,4.12
21-1021.00,Active Learning,3.38
21-1021.00,Learning Strategies,3.12
21-1021.00,Monitoring,3.88
21-1022.00,Reading Comprehension,4.0
21-1022.00,Active Listening,4.0
21-1022.00,Writing,3.88
21-1022.00,Speaking,4.12
21-1022.00,Mathematics,2.0
21-1022.00,Science,2.62
21-1022.00,Critical Thinking,4.0
21-1022.00,Active Learning,3.75
21-1022.00,Learning Strategies,3.12
21-1022.00,Monitoring,3.25
21-1023.00,Reading Comprehension,4.0
21-1023.00,Active Listening,4.12
21-1023.00,Writing,3.75
21-1023.00,Speaking,4.12
21-1023.00,Mathematics,2.0
21-1023.00,Science,2.62
21-1023.00,Critical Thinking,4.0
21-1023.00,Active Learning,3.25
21-1023.00,Learning Strategies,3.75
21-1023.00,Monitoring,4.0
21-1091.00,Reading Comprehension,3.75
21-1091.00,Active Listening,4.12
21-1091.00,Writing,4.12
21-1091.00,Speaking,4.12
21-1091.00,Mathematics,2.12
21-1091.00,Science,2.5
21-1091.00,Critical Thinking,3.75
21-1091.00,Active Learning,3.88
21-1091.00,Learning Strategies,4.0
21-1091.00,Monitoring,3.25
21-1092.00,Reading Comprehension,3.88
21-1092.00,Active Listening,4.0
21-1092.00,Writing,3.75
21-1092.00,Speaking,4.0
21-1092.00,Mathematics,1.88
21-1092.00,Science,1.75
21-1092.00,Critical Thinking,3.88
21-1092.00,Active Learning,3.38
21-1092.00,Learning Strategies,2.25
21-1092.00,Monitoring,3.75
21-1093.00,Reading Comprehension,3.75
21-1093.00,Active Listening,4.0
21-1093.00,Writing,3.62
21-1093.00,Speaking,4.0
21-1093.00,Mathematics,2.0
21-1093.00,Science,1.75
21-1093.00,Critical Thinking,3.62
21-1093.00,Active Learning,3.25
21-1093.00,Learning Strategies,2.88
21-1093.00,Monitoring,3.62
21-1094.00,Reading Comprehension,3.88
21-1094.00,Active Listening,4.0
21-1094.00,Writing,3.75
21-1094.00,Speaking,4.0
21-1094.00,Mathematics,2.0
21-1094.00,Science,1.5
21-1094.00,Critical Thinking,4.0
21-1094.00,Active Learning,3.88
21-1094.00,Learning Strategies,3.12
21-1094.00,Monitoring,3.75
21-2011.00,Reading Comprehension,3.88
21-2011.00,Active Listening,4.25
21-2011.00,Writing,3.88
21-2011.00,Speaking,4.75
21-2011.00,Mathematics,1.88
21-2011.00,Science,1.38
21-2011.00,Critical Thinking,3.75
21-2011.00,Active Learning,3.75
21-2011.00,Learning Strategies,3.62
21-2011.00,Monitoring,3.5
21-2021.00,Reading Comprehension,3.88
21-2021.00,Active Listening,4.0
21-2021.00,Writing,3.25
21-2021.00,Speaking,4.12
21-2021.00,Mathematics,2.12
21-2021.00,Science,1.38
21-2021.00,Critical Thinking,3.88
21-2021.00,Active Learning,3.88
21-2021.00,Learning Strategies,3.75
21-2021.00,Monitoring,3.12
23-1011.00,Reading Comprehension,4.5
23-1011.00,Active Listening,4.5
23-1011.00,Writing,4.25
23-1011.00,Speaking,4.62
23-1011.00,Mathematics,2.0
23-1011.00,Science,1.5
23-1011.00,Critical Thinking,4.5
23-1011.00,Active Learning,3.75
23-1011.00,Learning Strategies,3.12
23-1011.00,Monitoring,3.38
23-1012.00,Reading Comprehension,4.5
23-1012.00,Active Listening,4.25
23-1012.00,Writing,4.12
23-1012.00,Speaking,4.0
23-1012.00,Mathematics,1.88
23-1012.00,Science,1.0
23-1012.00,Critical Thinking,4.25
23-1012.00,Active Learning,3.75
23-1012.00,Learning Strategies,3.0
23-1012.00,Monitoring,3.0
23-1021.00,Reading Comprehension,4.5
23-1021.00,Active Listening,4.5
23-1021.00,Writing,4.25
23-1021.00,Speaking,4.12
23-1021.00,Mathematics,2.12
23-1021.00,Science,1.38
23-1021.00,Critical Thinking,4.5
23-1021.00,Active Learning,4.0
23-1021.00,Learning Strategies,3.0
23-1021.00,Monitoring,3.88
23-1022.00,Reading Comprehension,4.12
23-1022.00,Active Listening,4.38
23-1022.00,Writing,4.25
23-1022.00,Speaking,4.12
23-1022.00,Mathematics,2.12
23-1022.00,Science,1.25
23-1022.00,Critical Thinking,4.0
23-1022.00,Active Learning,3.88
23-1022.00,Learning Strategies,2.88
23-1022.00,Monitoring,2.88
23-1023.00,Reading Comprehension,4.25
23-1023.00,Active Listening,5.0
23-1023.00,Writing,4.12
23-1023.00,Speaking,4.12
23-1023.00,Mathematics,2.12
23-1023.00,Science,1.75
23-1023.00,Critical Thinking,4.88
23-1023.00,Active Learning,4.0
23-1023.00,Learning Strategies,2.75
23-1023.00,Monitoring,3.88
23-2011.00,Reading Comprehension,3.88
23-2011.00,Active Listening,3.88
23-2011.00,Writing,4.0
23-2011.00,Speaking,3.62
23-2011.00,Mathematics,2.0
23-2011.00,Science,1.38
23-2011.00,Critical Thinking,3.25
23-2011.00,Active Learning,3.0
23-2011.00,Learning Strategies,2.25
23-2011.00,Monitoring,3.0
23-2093.00,Reading Comprehension,4.0
23-2093.00,Active Listening,3.75
23-2093.00,Writing,3.25
23-2093.00,Speaking,3.62
23-2093.00,Mathematics,2.12
23-2093.00,Science,1.0
23-2093.00,Critical Thinking,3.62
23-2093.00,Active Learning,2.88
23-2093.00,Learning Strategies,2.38
23-2093.00,Monitoring,3.0
25-1011.00,Reading Comprehension,4.0
25-1011.00,Active Listening,4.0
25-1011.00,Writing,4.0
25-1011.00,Speaking,4.25
25-1011.00,Mathematics,3.0
25-1011.00,Science,1.88
25-1011.00,Critical Thinking,3.88
25-1011.00,Active Learning,3.88
25-1011.00,Learning Strategies,4.0
25-1011.00,Monitoring,3.62
25-1021.00,Reading Comprehension,4.0
25-1021.00,Active Listening,3.88
25-1021.00,Writing,4.0
25-1021.00,Speaking,4.0
25-1021.00,Mathematics,3.12
25-1021.00,Science,2.75
25-1021.00,Critical Thinking,3.88
25-1021.00,Active Learning,3.88
25-1021.00,Learning Strategies,3.88
25-1021.00,Monitoring,3.75
25-1022.00,Reading Comprehension,4.0
25-1022.00,Active Listening,4.0
25-1022.00,Writing,3.88
25-1022.00,Speaking,4.12
25-1022.00,Mathematics,4.25
25-1022.00,Science,2.38
25-1022.00,Critical Thinking,3.88
25-1022.00,Active Learning,3.75
25-1022.00,Learning Strategies,3.88
25-1022.00,Monitoring,3.88
25-1031.00,Reading Comprehension,4.12
25-1031.00,Active Listening,4.0
25-1031.00,Writing,4.0
25-1031.00,Speaking,4.12
25-1031.00,Mathematics,2.88
25-1031.00,Science,2.38
25-1031.00,Critical Thinking,3.88
25-1031.00,Active Learning,3.88
25-1031.00,Learning Strategies,4.12
25-1031.00,Monitoring,3.75
25-1032.00,Reading Comprehension,4.0
25-1032.00,Active Listening,4.0
25-1032.00,Writing,3.88
25-1032.00,Speaking,4.12
25-1032.00,Mathematics,3.88
25-1032.00,Science,3.5
25-1032.00,Critical Thinking,3.88
25-1032.00,Active Learning,3.62
25-1032.00,Learning Strategies,4.12
25-1032.00,Monitoring,3.38
25-1041.00,Reading Comprehension,4.12
25-1041.00,Active Listening,4.0
25-1041.00,Writing,4.0
25-1041.00,Speaking,4.12
25-1041.00,Mathematics,3.0
25-1041.00,Science,3.5
25-1041.00,Critical Thinking,4.0
25-1041.00,Active Learning,4.0
25-1041.00,Learning Strategies,4.12
25-1041.00,Monitoring,3.88
25-1042.00,Reading Comprehension,4.0
25-1042.00,Active Listening,4.0
25-1042.00,Writing,4.0
25-1042.00,Speaking,4.25
25-1042.00,Mathematics,3.12
25-1042.00,Science,4.0
25-1042.00,Critical Thinking,3.88
25-1042.00,Active Learning,4.0
25-1042.00,Learning Strategies,4.12
25-1042.00,Monitoring,3.88
25-1043.00,Reading Comprehension,4.12
25-1043.00,Active Listening,4.0
25-1043.00,Writing,4.12
25-1043.00,Speaking,4.0
25-1043.00,Mathematics,3.0
25-1043.00,Science,3.25
25-1043.00,Critical Thinking,3.88
25-1043.00,Active Learning,4.0
25-1043.00,Learning Strategies,4.12
25-1043.00,Monitoring,3.88
25-1051.00,Reading Comprehension,4.0
25-1051.00,Active Listening,4.0
25-1051.00,Writing,4.0
25-1051.00,Speaking,4.75
25-1051.00,Mathematics,3.38
25-1051.00,Science,4.0
25-1051.00,Critical Thinking,4.0
25-1051.00,Active Learning,3.88
25-1051.00,Learning Strategies,3.88
25-1051.00,Monitoring,3.62
25-1052.00,Reading Comprehension,4.12
25-1052.00,Active Listening,4.0
25-1052.00,Writing,4.12
25-1052.00,Speaking,4.12
25-1052.00,Mathematics,3.25
25-1052.00,Science,4.0
25-1052.00,Critical Thinking,4.0
25-1052.00,Active Learning,4.0
25-1052.00,Learning Strategies,4.0
25-1052.00,Monitoring,4.0
25-1053.00,Reading Comprehension,4.12
25-1053.00,Active Listening,4.0
25-1053.00,Writing,4.0
25-1053.00,Speaking,4.12
25-1053.00,Mathematics,3.0
25-1053.00,Science,4.0
25-1053.00,Critical Thinking,4.0
25-1053.00,Active Learning,3.88
25-1053.00,Learning Strategies,4.0
25-1053.00,Monitoring,3.88
25-1054.00,Reading Comprehension,4.12
25-1054.00,Active Listening,4.0
25-1054.00,Writing,4.0
25-1054.00,Speaking,4.12
25-1054.00,Mathematics,3.62
25-1054.00,Science,4.12
25-1054.00,Critical Thinking,4.0
25-1054.00,Active Learning,4.0
25-1054.00,Learning Strategies,4.0
25-1054.00,Monitoring,3.62
25-1061.00,Reading Comprehension,4.75
25-1061.00,Active Listening,4.38
25-1061.00,Writing,4.62
25-1061.00,Speaking,4.88
25-1061.00,Mathematics,2.62
25-1061.00,Science,3.75
25-1061.00,Critical Thinking,4.0
25-1061.00,Active Learning,4.25
25-1061.00,Learning Strategies,4.38
25-1061.00,Monitoring,3.88
25-1062.00,Reading Comprehension,4.25
25-1062.00,Active Listening,4.0
25-1062.00,Writing,4.0
25-1062.00,Speaking,4.12
25-1062.00,Mathematics,2.0
25-1062.00,Science,2.5
25-1062.00,Critical Thinking,3.88
25-1062.00,Active Learning,4.0
25-1062.00,Learning Strategies,4.0
25-1062.00,Monitoring,3.12
25-1063.00,Reading Comprehension,4.0
25-1063.00,Active Listening,4.0
25-1063.00,Writing,4.0
25-1063.00,Speaking,4.12
25-1063.00,Mathematics,3.25
25-1063.00,Science,2.38
25-1063.00,Critical Thinking,3.88
25-1063.00,Active Learning,3.75
25-1063.00,Learning Strategies,3.88
25-1063.00,Monitoring,3.0
25-1064.00,Reading Comprehension,4.0
25-1064.00,Active Listening,4.0
25-1064.00,Writing,4.12
25-1064.00,Speaking,4.12
25-1064.00,Mathematics,2.75
25-1064.00,Science,3.12
25-1064.00,Critical Thinking,3.88
25-1064.00,Active Learning,3.88
25-1064.00,Learning Strategies,3.88
25-1064.00,Monitoring,3.12
25-1065.00,Reading Comprehension,4.12
25-1065.00,Active Listening,4.0
25-1065.00,Writing,4.0
25-1065.00,Speaking,4.62
25-1065.00,Mathematics,2.0
25-1065.00,Science,2.38
25-1065.00,Critical Thinking,3.88
25-1065.00,Active Learning,4.0
25-1065.00,Learning Strategies,3.88
25-1065.00,Monitoring,3.0
25-1066.00,Reading Comprehension,4.12
25-1066.00,Active Listening,4.0
25-1066.00,Writing,4.0
25-1066.00,Speaking,4.12
25-1066.00,Mathematics,3.0
25-1066.00,Science,3.38
25-1066.00,Critical Thinking,3.88
25-1066.00,Active Learning,3.88
25-1066.00,Learning Strategies,4.25
25-1066.00,Monitoring,3.5
25-1067.00,Reading Comprehension,4.0
25-1067.00,Active Listening,4.0
25-1067.00,Writing,4.0
25-1067.00,Speaking,4.62
25-1067.00,Mathematics,2.12
25-1067.00,Science,2.75
25-1067.00,Critical Thinking,3.75
25-1067.00,Active Learning,3.62
25-1067.00,Learning Strategies,4.0
25-1067.00,Monitoring,3.75
25-1071.00,Reading Comprehension,4.12
25-1071.00,Active Listening,4.0
25-1071.00,Writing,4.0
25-1071.00,Speaking,4.12
25-1071.00,Mathematics,3.0
25-1071.00,Science,3.25
25-1071.00,Critical Thinking,4.0
25-1071.00,Active Learning,4.0
25-1071.00,Learning Strategies,4.0
25-1071.00,Monitoring,3.62
25-1072.00,Reading Comprehension,4.0
25-1072.00,Active Listening,4.0
25-1072.00,Writing,4.0
25-1072.00,Speaking,4.12
25-1072.00,Mathematics,2.88
25-1072.00,Science,2.88
25-1072.00,Critical Thinking,3.88
25-1072.00,Active Learning,3.88
25-1072.00,Learning Strategies,4.12
25-1072.00,Monitoring,3.88
25-1081.00,Reading Comprehension,4.25
25-1081.00,Active Listening,4.12
25-1081.00,Writing,4.0
25-1081.00,Speaking,4.62
25-1081.00,Mathematics,2.12
25-1081.00,Science,2.0
25-1081.00,Critical Thinking,3.75
25-1081.00,Active Learning,4.0
25-1081.00,Learning Strategies,4.12
25-1081.00,Monitoring,3.88
25-1082.00,Reading Comprehension,4.12
25-1082.00,Active Listening,4.0
25-1082.00,Writing,4.0
25-1082.00,Speaking,4.12
25-1082.00,Mathematics,2.25
25-1082.00,Science,2.12
25-1082.00,Critical Thinking,4.0
25-1082.00,Active Learning,4.0
25-1082.00,Learning Strategies,4.0
25-1082.00,Monitoring,4.0
25-1111.00,Reading Comprehension,4.0
25-1111.00,Active Listening,4.12
25-1111.00,Writing,4.0
25-1111.00,Speaking,4.75
25-1111.00,Mathematics,2.0
25-1111.00,Science,1.75
25-1111.00,Critical Thinking,4.12
25-1111.00,Active Learning,4.0
25-1111.00,Learning Strategies,4.0
25-1111.00,Monitoring,3.88
25-1112.00,Reading Comprehension,4.5
25-1112.00,Active Listening,4.5
25-1112.00,Writing,4.12
25-1112.00,Speaking,4.75
25-1112.00,Mathematics,2.0
25-1112.00,Science,1.62
25-1112.00,Critical Thinking,4.25
25-1112.00,Active Learning,4.12
25-1112.00,Learning Strategies,4.5
25-1112.00,Monitoring,3.75
25-1113.00,Reading Comprehension,4.0
25-1113.00,Active Listening,4.0
25-1113.00,Writing,4.0
25-1113.00,Speaking,4.62
25-1113.00,Mathematics,2.62
25-1113.00,Science,2.62
25-1113.00,Critical Thinking,4.0
25-1113.00,Active Learning,4.0
25-1113.00,Learning Strategies,4.25
25-1113.00,Monitoring,3.75
25-1121.00,Reading Comprehension,4.0
25-1121.00,Active Listening,4.0
25-1121.00,Writing,3.88
25-1121.00,Speaking,4.62
25-1121.00,Mathematics,2.0
25-1121.00,Science,1.75
25-1121.00,Critical Thinking,3.62
25-1121.00,Active Learning,4.0
25-1121.00,Learning Strategies,4.12
25-1121.00,Monitoring,3.75
25-1122.00,Reading Comprehension,4.25
25-1122.00,Active Listening,4.12
25-1122.00,Writing,4.12
25-1122.00,Speaking,4.25
25-1122.00,Mathematics,2.12
25-1122.00,Science,1.88
25-1122.00,Critical Thinking,3.88
25-1122.00,Active Learning,4.0
25-1122.00,Learning Strategies,4.12
25-1122.00,Monitoring,3.75
25-1123.00,Reading Comprehension,4.75
25-1123.00,Active Listening,4.0
25-1123.00,Writing,4.25
25-1123.00,Speaking,4.12
25-1123.00,Mathematics,2.0
25-1123.00,Science,1.75
25-1123.00,Critical Thinking,3.75
25-1123.00,Active Learning,3.88
25-1123.00,Learning Strategies,4.0
25-1123.00,Monitoring,3.62
25-1124.00,Reading Comprehension,4.0
25-1124.00,Active Listening,4.0
25-1124.00,Writing,4.0
25-1124.00,Speaking,4.12
25-1124.00,Mathematics,2.0
25-1124.00,Science,1.75
25-1124.00,Critical Thinking,3.75
25-1124.00,Active Learning,3.88
25-1124.00,Learning Strategies,4.0
25-1124.00,Monitoring,3.62
25-1125.00,Reading Comprehension,4.25
25-1125.00,Active Listening,4.0
25-1125.00,Writing,4.12
25-1125.00,Speaking,4.5
25-1125.00,Mathematics,2.0
25-1125.00,Science,1.88
25-1125.00,Critical Thinking,3.88
25-1125.00,Active Learning,3.88
25-1125.00,Learning Strategies,4.12
25-1125.00,Monitoring,3.62
25-1126.00,Reading Comprehension,4.25
25-1126.00,Active Listening,4.12
25-1126.00,Writing,4.0
25-1126.00,Speaking,4.12
25-1126.00,Mathematics,2.0
25-1126.00,Science,1.75
25-1126.00,Critical Thinking,4.0
25-1126.00,Active Learning,3.75
25-1126.00,Learning Strategies,3.88
25-1126.00,Monitoring,3.25
25-1192.00,Reading Comprehension,4.0
25-1192.00,Active Listening,4.0
25-1192.00,Writing,3.62
25-1192.00,Speaking,4.12
25-1192.00,Mathematics,2.62
25-1192.00,Science,2.25
25-1192.00,Critical Thinking,3.75
25-1192.00,Active Learning,3.62
25-1192.00,Learning Strategies,4.0
25-1192.00,Monitoring,3.5
25-1193.00,Reading Comprehension,4.0
25-1193.00,Active Listening,4.0
25-1193.00,Writing,4.0
25-1193.00,Speaking,4.12
25-1193.00,Mathematics,2.12
25-1193.00,Science,2.38
25-1193.00,Critical Thinking,3.88
25-1193.00,Active Learning,3.38
25-1193.00,Learning Strategies,4.0
25-1193.00,Monitoring,3.75
25-1194.00,Reading Comprehension,3.88
25-1194.00,Active Listening,4.0
25-1194.00,Writing,3.62
25-1194.00,Speaking,3.88
25-1194.00,Mathematics,2.25
25-1194.00,Science,1.88
25-1194.00,Critical Thinking,3.75
25-1194.00,Active Learning,3.88
25-1194.00,Learning Strategies,4.0
25-1194.00,Monitoring,3.62
25-2011.00,Reading Comprehension,3.75
25-2011.00,Active Listening,3.88
25-2011.00,Writing,3.0
25-2011.00,Speaking,4.0
25-2011.00,Mathematics,2.0
25-2011.00,Science,1.62
25-2011.00,Critical Thinking,3.75
25-2011.00,Active Learning,3.12
25-2011.00,Learning Strategies,3.88
25-2011.00,Monitoring,3.75
25-2012.00,Reading Comprehension,3.88
25-2012.00,Active Listening,4.0
25-2012.00,Writing,3.25
25-2012.00,Speaking,4.0
25-2012.00,Mathematics,2.25
25-2012.00,Science,1.38
25-2012.00,Critical Thinking,3.25
25-2012.00,Active Learning,3.25
25-2012.00,Learning Strategies,4.0
25-2012.00,Monitoring,4.0
25-2021.00,Reading Comprehension,3.88
25-2021.00,Active Listening,4.0
25-2021.00,Writing,3.88
25-2021.00,Speaking,4.12
25-2021.00,Mathematics,2.75
25-2021.00,Science,2.0
25-2021.00,Critical Thinking,4.0
25-2021.00,Active Learning,3.75
25-2021.00,Learning Strategies,4.25
25-2021.00,Monitoring,4.0
25-2022.00,Reading Comprehension,3.88
25-2022.00,Active Listening,4.0
25-2022.00,Writing,3.88
25-2022.00,Speaking,4.12
25-2022.00,Mathematics,2.88
25-2022.00,Science,2.0
25-2022.00,Critical Thinking,3.75
25-2022.00,Active Learning,3.88
25-2022.00,Learning Strategies,4.25
25-2022.00,Monitoring,3.88
25-2023.00,Reading Comprehension,4.0
