EmployeeNumber,JobRole,occupation_title,required_count,has_count,gap_count,skill_gap
1905,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Office software, Reading Comprehension"
1907,Laboratory Technician,Chemical Technicians,9,8,1,Critical Thinking
1908,Sales Executive,Sales Managers,10,6,4,"Active Listening, Microsoft Excel, Microsoft Outlook, Monitoring"
1909,Sales Executive,Sales Managers,10,7,3,"Microsoft Office software, Microsoft PowerPoint, Speaking"
1911,Research Director,Natural Sciences Managers,9,5,4,"Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Writing"
1912,Sales Executive,Sales Managers,10,8,2,"Active Listening, Microsoft Outlook"
1915,Sales Executive,Sales Managers,10,9,1,Microsoft Excel
1916,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Monitoring"
1918,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft Office software, Monitoring"
1922,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Microsoft Excel, Microsoft Office software, Reading Comprehension, Writing"
1924,Sales Executive,Sales Managers,10,7,3,"Microsoft Excel, Microsoft Office software, Monitoring"
1927,Sales Executive,Sales Managers,10,7,3,"Active Learning, Microsoft Office software, Monitoring"
1928,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Critical Thinking, Microsoft Office software"
1929,Sales Executive,Sales Managers,10,5,5,"Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Monitoring, Speaking"
1931,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Excel, Monitoring"
1932,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Critical Thinking, Science"
1933,Sales Executive,Sales Managers,10,6,4,"Microsoft Excel, Microsoft PowerPoint, Monitoring, Reading Comprehension"
1934,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft PowerPoint, Science, Writing"
1935,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Excel, Microsoft Office software"
1936,Manufacturing Director,Industrial Production Managers,10,6,4,"Learning Strategies, Microsoft Office software, Monitoring, Reading Comprehension"
1937,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Critical Thinking, Microsoft Excel, Reading Comprehension"
1938,Manager,General and Operations Managers,9,7,2,"Active Learning, Active Listening"
1939,Research Scientist,Natural Sciences Managers,9,7,2,"Critical Thinking, Monitoring"
1940,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft Excel, Science"
1941,Research Director,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft PowerPoint, Reading Comprehension"
1943,Sales Executive,Sales Managers,10,5,5,"Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Speaking"
1944,Human Resources,Human Resources Specialists,10,6,4,"Critical Thinking, Microsoft Excel, Microsoft Outlook, Writing"
1945,Sales Executive,Sales Managers,10,9,1,Microsoft Office software
1947,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft PowerPoint, Science"
1948,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Excel, Microsoft PowerPoint, Monitoring, Science"
1949,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Writing"
1950,Sales Executive,Sales Managers,10,8,2,"Microsoft Outlook, Microsoft PowerPoint"
1951,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft PowerPoint, Speaking"
1952,Laboratory Technician,Chemical Technicians,9,8,1,Writing
1954,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,9,1,Active Listening
1955,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Learning, Active Listening, Microsoft Office software, Microsoft Outlook"
1956,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Excel, Monitoring, Science"
1960,Laboratory Technician,Chemical Technicians,9,8,1,Microsoft Excel
1961,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Listening, Critical Thinking"
1962,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Office software, Microsoft PowerPoint, Reading Comprehension"
1965,Sales Executive,Sales Managers,10,6,4,"Active Listening, Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension"
1966,Manufacturing Director,Industrial Production Managers,10,7,3,"Critical Thinking, Microsoft Excel, Microsoft Outlook"
1967,Sales Executive,Sales Managers,10,9,1,Microsoft Outlook
1968,Sales Executive,Sales Managers,10,9,1,Critical Thinking
1969,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft PowerPoint, Reading Comprehension, Writing"
1970,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Microsoft Outlook, Reading Comprehension, Salesforce software"
1971,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Microsoft Office software, Speaking, Writing"
1972,Human Resources,Human Resources Specialists,10,8,2,"Active Listening, Microsoft Outlook"
1973,Manager,General and Operations Managers,9,6,3,"Active Learning, Microsoft Excel, Speaking"
1974,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Outlook, Reading Comprehension"
1975,Sales Executive,Sales Managers,10,8,2,"Microsoft Excel, Microsoft PowerPoint"
1976,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Reading Comprehension"
1979,Research Director,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Excel, Reading Comprehension, Writing"
1980,Manufacturing Director,Industrial Production Managers,10,6,4,"Active Listening, Learning Strategies, Microsoft Excel, Microsoft Office software"
1981,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Learning, Microsoft Excel, Microsoft Office software, Writing"
1982,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Monitoring"
1985,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft Office software, Writing"
1986,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension"
1987,Human Resources,Human Resources Specialists,10,6,4,"Microsoft Office software, Reading Comprehension, Speaking, Writing"
1989,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Monitoring, Reading Comprehension, Writing"
1992,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Critical Thinking, Reading Comprehension, Writing"
1993,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Critical Thinking, Writing"
1994,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Microsoft Excel"
1995,Sales Executive,Sales Managers,10,7,3,"Active Learning, Critical Thinking, Microsoft Excel"
1996,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Listening, Microsoft Office software"
1997,Manufacturing Director,Industrial Production Managers,10,8,2,"Microsoft Excel, Microsoft Office software"
1998,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft PowerPoint, Monitoring"
1999,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft PowerPoint, Science"
2000,Research Director,Natural Sciences Managers,9,7,2,"Microsoft Excel, Reading Comprehension"
2003,Laboratory Technician,Chemical Technicians,9,6,3,"Critical Thinking, Reading Comprehension, Science"
2007,Research Scientist,Natural Sciences Managers,9,7,2,"Critical Thinking, Microsoft PowerPoint"
2008,Research Scientist,Natural Sciences Managers,9,8,1,Writing
2009,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Microsoft Excel, Microsoft Outlook, Reading Comprehension, Salesforce software"
2010,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Critical Thinking, Microsoft Office software, Science"
2012,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Outlook, Monitoring, Writing"
2013,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Active Learning, Reading Comprehension, Salesforce software, Speaking"
2014,Research Scientist,Natural Sciences Managers,9,8,1,Science
2015,Research Director,Natural Sciences Managers,9,6,3,"Active Listening, Critical Thinking, Science"
2016,Sales Executive,Sales Managers,10,9,1,Speaking
2017,Research Director,Natural Sciences Managers,9,8,1,Active Listening
2018,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Office software, Monitoring"
2019,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Active Learning, Critical Thinking, Microsoft Excel, Speaking"
2020,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Office software, Science"
2021,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Microsoft Office software, Speaking"
2022,Manager,General and Operations Managers,9,5,4,"Active Learning, Microsoft Excel, Microsoft Office software, Reading Comprehension"
2023,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Critical Thinking, Microsoft Excel, Salesforce software, Writing"
2024,Sales Executive,Sales Managers,10,8,2,"Critical Thinking, Reading Comprehension"
2025,Manufacturing Director,Industrial Production Managers,10,9,1,Speaking
2026,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Listening, Critical Thinking, Microsoft Excel, Writing"
2027,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft PowerPoint, Writing"
2031,Manager,General and Operations Managers,9,6,3,"Microsoft Office software, Microsoft PowerPoint, Monitoring"
2032,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Excel, Microsoft Office software, Science"
2034,Manufacturing Director,Industrial Production Managers,10,5,5,"Active Listening, Microsoft Excel, Microsoft PowerPoint, Monitoring, Speaking"
2035,Sales Executive,Sales Managers,10,6,4,"Critical Thinking, Microsoft Excel, Microsoft PowerPoint, Monitoring"
2036,Sales Executive,Sales Managers,10,9,1,Active Learning
2037,Sales Executive,Sales Managers,10,9,1,Critical Thinking
2038,Research Scientist,Natural Sciences Managers,9,7,2,"Active Listening, Writing"
2040,Human Resources,Human Resources Specialists,10,8,2,"Active Learning, Microsoft Excel"
2041,Sales Executive,Sales Managers,10,7,3,"Active Listening, Critical Thinking, Microsoft Office software"
2044,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Monitoring, Speaking"
2045,Sales Executive,Sales Managers,10,9,1,Microsoft PowerPoint
2046,Sales Executive,Sales Managers,10,7,3,"Microsoft Excel, Microsoft Outlook, Reading Comprehension"
2048,Research Scientist,Natural Sciences Managers,9,7,2,"Active Listening, Writing"
2049,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Listening, Critical Thinking, Microsoft Office software, Microsoft Outlook"
2051,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Excel, Science"
2052,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Reading Comprehension, Writing"
2053,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Writing"
2054,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft PowerPoint, Science"
2055,Sales Executive,Sales Managers,10,8,2,"Active Learning, Critical Thinking"
2056,Sales Executive,Sales Managers,10,8,2,"Active Learning, Monitoring"
2057,Manufacturing Director,Industrial Production Managers,10,9,1,Monitoring
2060,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,8,1,Writing
2061,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Monitoring, Science, Writing"
2062,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,9,1,Reading Comprehension
2064,Manufacturing Director,Industrial Production Managers,10,8,2,"Microsoft Outlook, Microsoft PowerPoint"
2065,Sales Executive,Sales Managers,10,8,2,"Active Learning, Speaking"
2068,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Monitoring"
