EmployeeNumber,current_skill
813,Active Listening
813,Monitoring
815,Microsoft Excel
815,Critical Thinking
815,Writing
815,Reading Comprehension
815,Microsoft Office software
815,Monitoring
815,Microsoft PowerPoint
816,Science
816,Microsoft Outlook
816,Writing
816,Active Listening
816,Monitoring
816,Reading Comprehension
816,Critical Thinking
817,Writing
817,Microsoft Excel
817,Monitoring
817,Microsoft Office software
817,Active Listening
819,Monitoring
819,Microsoft Office software
819,Reading Comprehension
819,Microsoft Excel
819,Microsoft Outlook
819,Speaking
820,Microsoft PowerPoint
820,Reading Comprehension
820,Speaking
820,Monitoring
820,Active Listening
820,Microsoft Excel
820,Active Learning
823,Critical Thinking
823,Learning Strategies
823,Active Listening
823,Reading Comprehension
823,Microsoft Excel
823,Microsoft Office software
823,Monitoring
824,Science
824,Active Listening
824,Microsoft Office software
824,Microsoft Excel
824,Microsoft PowerPoint
824,Critical Thinking
824,Reading Comprehension
825,Writing
825,Science
825,Critical Thinking
825,Microsoft Excel
825,Monitoring
826,Science
826,Reading Comprehension
826,Critical Thinking
826,Microsoft Office software
826,Monitoring
826,Active Listening
827,Reading Comprehension
827,Critical Thinking
827,Microsoft Office software
827,Microsoft Outlook
827,Active Listening
827,Monitoring
827,Learning Strategies
827,Microsoft PowerPoint
828,Writing
828,Reading Comprehension
828,Microsoft Office software
828,Science
828,Microsoft PowerPoint
829,Speaking
829,Active Listening
829,Active Learning
829,Microsoft Excel
829,Critical Thinking
829,Reading Comprehension
829,Microsoft Outlook
830,Learning Strategies
830,Reading Comprehension
830,Monitoring
830,Active Listening
830,Speaking
830,Microsoft Excel
832,Science
832,Monitoring
832,Reading Comprehension
832,Microsoft Excel
832,Writing
832,Active Listening
832,Microsoft Office software
832,Microsoft Outlook
833,Microsoft Outlook
833,Monitoring
833,Microsoft Office software
833,Microsoft Excel
833,Critical Thinking
833,Active Listening
833,Reading Comprehension
834,Microsoft PowerPoint
834,Microsoft Office software
834,Active Listening
834,Monitoring
834,Science
834,Reading Comprehension
836,Microsoft PowerPoint
836,Reading Comprehension
836,Microsoft Outlook
836,Monitoring
836,Microsoft Office software
837,Microsoft Excel
837,Microsoft Outlook
837,Active Listening
837,Writing
837,Microsoft Office software
837,Salesforce software
837,Reading Comprehension
837,Speaking
838,Monitoring
838,Science
838,Active Listening
838,Microsoft Office software
838,Microsoft Excel
838,Microsoft PowerPoint
838,Reading Comprehension
838,Writing
840,Active Learning
840,Monitoring
840,Critical Thinking
840,Microsoft PowerPoint
840,Reading Comprehension
840,Active Listening
840,Microsoft Excel
840,Microsoft Outlook
840,Speaking
842,Active Listening
842,Microsoft Excel
842,Microsoft PowerPoint
842,Microsoft Outlook
842,Microsoft Office software
842,Reading Comprehension
842,Critical Thinking
843,Monitoring
843,Science
843,Reading Comprehension
843,Microsoft Excel
843,Active Listening
843,Microsoft PowerPoint
843,Writing
843,Critical Thinking
844,Critical Thinking
844,Science
844,Microsoft Excel
844,Monitoring
844,Active Listening
844,Microsoft Office software
844,Microsoft PowerPoint
845,Critical Thinking
845,Speaking
845,Microsoft Office software
845,Monitoring
845,Microsoft Outlook
845,Microsoft PowerPoint
845,Microsoft Excel
846,Active Learning
846,Active Listening
846,Microsoft Outlook
846,Microsoft Excel
846,Microsoft Office software
846,Critical Thinking
846,Microsoft PowerPoint
846,Reading Comprehension
847,Critical Thinking
847,Active Listening
847,Microsoft Office software
847,Active Learning
847,Writing
847,Speaking
848,Microsoft Office software
848,Microsoft Excel
848,Science
848,Microsoft PowerPoint
848,Critical Thinking
848,Reading Comprehension
850,Critical Thinking
850,Microsoft Excel
850,Microsoft Office software
850,Active Listening
850,Monitoring
851,Microsoft Office software
851,Active Listening
851,Microsoft Excel
851,Critical Thinking
851,Reading Comprehension
851,Microsoft PowerPoint
851,Active Learning
852,Active Learning
852,Reading Comprehension
852,Microsoft Excel
852,Critical Thinking
852,Microsoft Office software
852,Salesforce software
852,Active Listening
852,Writing
854,Writing
854,Microsoft PowerPoint
854,Monitoring
854,Science
854,Microsoft Office software
854,Critical Thinking
854,Microsoft Excel
855,Microsoft PowerPoint
855,Active Learning
855,Reading Comprehension
855,Active Listening
855,Microsoft Excel
855,Microsoft Office software
855,Speaking
855,Microsoft Outlook
855,Monitoring
856,Critical Thinking
856,Science
856,Reading Comprehension
856,Microsoft Office software
856,Microsoft PowerPoint
857,Active Listening
857,Reading Comprehension
857,Monitoring
857,Speaking
857,Microsoft Office software
857,Active Learning
859,Reading Comprehension
859,Active Learning
859,Microsoft PowerPoint
859,Active Listening
859,Monitoring
861,Writing
861,Monitoring
861,Critical Thinking
861,Microsoft Excel
861,Reading Comprehension
861,Microsoft Office software
861,Active Listening
861,Science
862,Critical Thinking
862,Microsoft Office software
862,Monitoring
862,Active Learning
862,Microsoft Outlook
862,Reading Comprehension
862,Speaking
862,Microsoft PowerPoint
864,Reading Comprehension
864,Microsoft Outlook
864,Microsoft Office software
864,Microsoft PowerPoint
864,Monitoring
864,Critical Thinking
865,Microsoft PowerPoint
865,Microsoft Office software
865,Writing
865,Critical Thinking
865,Microsoft Excel
865,Monitoring
865,Active Listening
865,Science
867,Microsoft Excel
867,Microsoft Office software
867,Learning Strategies
867,Reading Comprehension
867,Critical Thinking
867,Active Listening
867,Monitoring
868,Active Learning
868,Microsoft Excel
868,Microsoft PowerPoint
868,Speaking
868,Critical Thinking
868,Active Listening
868,Monitoring
869,Active Learning
869,Speaking
869,Reading Comprehension
869,Active Listening
869,Microsoft Excel
869,Microsoft Office software
869,Microsoft Outlook
872,Reading Comprehension
872,Microsoft Outlook
872,Monitoring
872,Microsoft PowerPoint
872,Critical Thinking
872,Speaking
872,Microsoft Excel
872,Active Listening
872,Microsoft Office software
874,Reading Comprehension
874,Critical Thinking
874,Writing
874,Active Listening
874,Microsoft Outlook
874,Microsoft Office software
874,Science
875,Critical Thinking
875,Monitoring
875,Reading Comprehension
875,Microsoft PowerPoint
875,Active Listening
875,Writing
878,Microsoft Excel
878,Microsoft Outlook
878,Applicant tracking software
878,Writing
878,Microsoft Office software
878,Reading Comprehension
878,Speaking
879,Microsoft Excel
879,Active Listening
879,Monitoring
879,Microsoft Office software
879,Active Learning
879,Speaking
879,Reading Comprehension
880,Microsoft Outlook
880,Critical Thinking
880,Active Listening
880,Speaking
880,Microsoft PowerPoint
880,Microsoft Office software
881,Writing
881,Microsoft Office software
881,Microsoft PowerPoint
881,Monitoring
881,Microsoft Excel
882,Active Listening
882,Reading Comprehension
882,Microsoft Excel
882,Critical Thinking
882,Science
882,Microsoft Outlook
882,Monitoring
885,Microsoft Outlook
885,Microsoft Excel
885,Active Listening
885,Reading Comprehension
885,Microsoft Office software
885,Active Learning
885,Microsoft PowerPoint
885,Speaking
885,Monitoring
887,Active Listening
887,Monitoring
887,Microsoft PowerPoint
887,Reading Comprehension
887,Microsoft Excel
887,Microsoft Office software
887,Science
888,Monitoring
888,Writing
888,Microsoft Office software
888,Science
888,Microsoft Outlook
888,Microsoft Excel
889,Reading Comprehension
889,Microsoft PowerPoint
889,Active Learning
889,Active Listening
889,Critical Thinking
893,Reading Comprehension
893,Active Learning
893,Speaking
893,Active Listening
893,Microsoft Office software
893,Salesforce software
893,Microsoft Excel
894,Writing
894,Microsoft Office software
894,Reading Comprehension
894,Microsoft Outlook
894,Microsoft Excel
895,Microsoft Office software
895,Microsoft Excel
895,Active Listening
895,Critical Thinking
895,Writing
895,Monitoring
895,Reading Comprehension
896,Microsoft Office software
896,Microsoft Excel
896,Active Listening
896,Writing
896,Reading Comprehension
896,Salesforce software
896,Speaking
896,Critical Thinking
897,Reading Comprehension
897,Speaking
897,Microsoft PowerPoint
897,Microsoft Outlook
897,Microsoft Office software
897,Microsoft Excel
897,Monitoring
897,Active Listening
899,Learning Strategies
899,Microsoft Outlook
899,Critical Thinking
899,Active Listening
899,Monitoring
899,Microsoft PowerPoint
899,Reading Comprehension
899,Microsoft Excel
900,Microsoft Office software
900,Salesforce software
900,Microsoft Excel
900,Speaking
900,Reading Comprehension
901,Microsoft PowerPoint
901,Critical Thinking
901,Science
901,Microsoft Office software
901,Reading Comprehension
901,Active Listening
901,Microsoft Excel
902,Microsoft Outlook
902,Microsoft Excel
902,Critical Thinking
902,Speaking
902,Salesforce software
902,Writing
903,Active Learning
903,Monitoring
903,Microsoft Office software
903,Reading Comprehension
903,Microsoft PowerPoint
903,Microsoft Outlook
904,Reading Comprehension
904,Critical Thinking
904,Microsoft Office software
904,Active Listening
904,Microsoft Excel
904,Monitoring
905,Active Learning
905,Monitoring
905,Speaking
905,Critical Thinking
905,Microsoft PowerPoint
905,Reading Comprehension
905,Active Listening
905,Microsoft Office software
909,Microsoft Outlook
909,Speaking
909,Active Learning
909,Active Listening
909,Writing
909,Critical Thinking
909,Microsoft Office software
909,Reading Comprehension
910,Speaking
910,Active Listening
910,Microsoft Office software
910,Writing
910,Critical Thinking
910,Reading Comprehension
911,Writing
911,Science
911,Active Listening
911,Microsoft Outlook
911,Monitoring
911,Critical Thinking
912,Science
912,Critical Thinking
912,Active Listening
912,Writing
912,Reading Comprehension
912,Microsoft Outlook
912,Monitoring
912,Microsoft Excel
913,Microsoft Office software
913,Critical Thinking
913,Reading Comprehension
913,Science
913,Microsoft PowerPoint
916,Active Listening
916,Microsoft Excel
916,Monitoring
916,Active Learning
916,Microsoft PowerPoint
916,Speaking
918,Microsoft Outlook
918,Science
918,Active Listening
918,Microsoft Office software
918,Microsoft Excel
920,Monitoring
920,Microsoft PowerPoint
920,Reading Comprehension
920,Microsoft Excel
920,Microsoft Office software
920,Critical Thinking
920,Microsoft Outlook
922,Active Learning
922,Writing
922,Speaking
922,Salesforce software
922,Microsoft Office software
922,Critical Thinking
923,Writing
923,Monitoring
923,Active Listening
923,Critical Thinking
923,Microsoft PowerPoint
923,Microsoft Excel
923,Microsoft Office software
923,Reading Comprehension
924,Microsoft Outlook
924,Salesforce software
924,Active Learning
924,Speaking
924,Microsoft Office software
924,Microsoft Excel
924,Critical Thinking
924,Reading Comprehension
924,Active Listening
925,Microsoft Office software
925,Salesforce software
925,Speaking
925,Active Listening
925,Writing
925,Microsoft Excel
925,Critical Thinking
925,Active Learning
926,Monitoring
926,Learning Strategies
926,Microsoft Outlook
926,Microsoft Office software
926,Reading Comprehension
926,Speaking
926,Critical Thinking
927,Writing
927,Critical Thinking
927,Active Listening
927,Microsoft Excel
927,Microsoft Outlook
927,Microsoft Office software
927,Science
930,Reading Comprehension
930,Active Listening
930,Monitoring
930,Microsoft Excel
930,Microsoft PowerPoint
930,Writing
932,Critical Thinking
932,Science
932,Active Listening
932,Microsoft Office software
932,Microsoft Excel
932,Writing
932,Reading Comprehension
932,Monitoring
933,Critical Thinking
933,Science
933,Active Listening
933,Microsoft Office software
933,Microsoft PowerPoint
934,Monitoring
934,Reading Comprehension
934,Critical Thinking
934,Microsoft Excel
934,Active Listening
934,Writing
936,Microsoft Office software
936,Speaking
936,Critical Thinking
936,Microsoft PowerPoint
936,Reading Comprehension
936,Microsoft Excel
939,Writing
939,Microsoft Excel
939,Reading Comprehension
939,Critical Thinking
939,Science
939,Active Listening
939,Monitoring
939,Microsoft PowerPoint
940,Microsoft Outlook
940,Microsoft Excel
940,Active Learning
940,Critical Thinking
940,Microsoft Office software
940,Salesforce software
940,Writing
941,Microsoft Office software
941,Writing
941,Salesforce software
941,Critical Thinking
941,Active Listening
941,Active Learning
942,Active Learning
942,Active Listening
942,Microsoft Excel
942,Critical Thinking
942,Microsoft Office software
942,Microsoft Outlook
944,Active Listening
944,Microsoft Outlook
944,Monitoring
944,Microsoft Excel
944,Science
944,Reading Comprehension
945,Writing
945,Microsoft Office software
945,Microsoft Excel
945,Reading Comprehension
945,Critical Thinking
945,Science
947,Microsoft Office software
947,Microsoft Excel
947,Speaking
947,Monitoring
947,Reading Comprehension
947,Active Learning
947,Critical Thinking
949,Critical Thinking
949,Microsoft PowerPoint
949,Science
949,Microsoft Office software
949,Writing
949,Microsoft Excel
950,Active Listening
950,Writing
950,Science
950,Microsoft PowerPoint
950,Critical Thinking
950,Monitoring
951,Microsoft Office software
951,Reading Comprehension
951,Science
951,Microsoft Outlook
951,Critical Thinking
951,Writing
951,Monitoring
952,Active Learning
952,Salesforce software
952,Reading Comprehension
952,Critical Thinking
952,Active Listening
954,Microsoft Outlook
954,Microsoft PowerPoint
954,Reading Comprehension
954,Monitoring
954,Microsoft Office software
954,Microsoft Excel
954,Active Listening
956,Microsoft Outlook
956,Microsoft PowerPoint
956,Reading Comprehension
956,Active Listening
956,Microsoft Office software
956,Speaking
956,Microsoft Excel
957,Active Listening
957,Microsoft Office software
957,Microsoft Excel
957,Reading Comprehension
957,Writing
957,Critical Thinking
958,Monitoring
958,Microsoft Office software
958,Science
958,Microsoft Outlook
958,Writing
958,Critical Thinking
958,Microsoft Excel
959,Microsoft Excel
959,Critical Thinking
959,Salesforce software
959,Active Learning
959,Writing
959,Reading Comprehension
959,Microsoft Office software
960,Writing
960,Microsoft Excel
960,Microsoft Outlook
960,Critical Thinking
960,Active Listening
